Notes,State,State Code,UCD - Drug/Alcohol Induced,UCD - Drug/Alcohol Induced Code,Year,Year Code,Deaths,Population,Crude Rate
,Idaho,16,All other non-drug and non-alcohol causes,O,2012,2012,2110,1595728,132.2
,Idaho,16,All other non-drug and non-alcohol causes,O,2013,2013,2277,1612136,141.2
,Idaho,16,All other non-drug and non-alcohol causes,O,2014,2014,2269,1634464,138.8
,Idaho,16,All other non-drug and non-alcohol causes,O,2015,2015,2328,1654930,140.7
,Idaho,16,All other non-drug and non-alcohol causes,O,2016,2016,2483,1683140,147.5
,Idaho,16,All other non-drug and non-alcohol causes,O,2017,2017,2621,1716943,152.7
,Idaho,16,All other non-drug and non-alcohol causes,O,2018,2018,2608,1754208,148.7
,Illinois,17,Drug-induced causes,D,1999,1999,872,12359020,7.1
,Illinois,17,Drug-induced causes,D,2000,2000,910,12419293,7.3
,Illinois,17,Drug-induced causes,D,2001,2001,930,12488445,7.4
,Illinois,17,Drug-induced causes,D,2002,2002,1030,12525556,8.2
,Illinois,17,Drug-induced causes,D,2003,2003,872,12556006,6.9
,Illinois,17,Drug-induced causes,D,2004,2004,1080,12589773,8.6
,Illinois,17,Drug-induced causes,D,2005,2005,1140,12609903,9
,Illinois,17,Drug-induced causes,D,2006,2006,1423,12643955,11.3
,Illinois,17,Drug-induced causes,D,2007,2007,1239,12695866,9.8
,Illinois,17,Drug-induced causes,D,2008,2008,1412,12747038,11.1
,Illinois,17,Drug-induced causes,D,2009,2009,1427,12796778,11.2
,Illinois,17,Drug-induced causes,D,2010,2010,1344,12830632,10.5
,Illinois,17,Drug-induced causes,D,2011,2011,1459,12869257,11.3
,Illinois,17,Drug-induced causes,D,2012,2012,1667,12875255,12.9
,Illinois,17,Drug-induced causes,D,2013,2013,1607,12882135,12.5
,Illinois,17,Drug-induced causes,D,2014,2014,1736,12880580,13.5
,Illinois,17,Drug-induced causes,D,2015,2015,1872,12859995,14.6
,Illinois,17,Drug-induced causes,D,2016,2016,2455,12801539,19.2
,Illinois,17,Drug-induced causes,D,2017,2017,2812,12802023,22
,Illinois,17,Drug-induced causes,D,2018,2018,2770,12741080,21.7
,Illinois,17,Alcohol-induced causes,A,2000,2000,11,12419293,Unreliable
,Illinois,17,Alcohol-induced causes,A,2001,2001,15,12488445,Unreliable
,Illinois,17,Alcohol-induced causes,A,2002,2002,12,12525556,Unreliable
,Illinois,17,Alcohol-induced causes,A,2003,2003,15,12556006,Unreliable
,Illinois,17,Alcohol-induced causes,A,2007,2007,14,12695866,Unreliable
,Illinois,17,Alcohol-induced causes,A,2008,2008,75,12747038,0.6
,Illinois,17,Alcohol-induced causes,A,2009,2009,73,12796778,0.6
,Illinois,17,Alcohol-induced causes,A,2010,2010,69,12830632,0.5
,Illinois,17,Alcohol-induced causes,A,2011,2011,71,12869257,0.6
,Illinois,17,Alcohol-induced causes,A,2012,2012,72,12875255,0.6
,Illinois,17,Alcohol-induced causes,A,2013,2013,82,12882135,0.6
,Illinois,17,Alcohol-induced causes,A,2014,2014,93,12880580,0.7
,Illinois,17,Alcohol-induced causes,A,2015,2015,89,12859995,0.7
,Illinois,17,Alcohol-induced causes,A,2016,2016,105,12801539,0.8
,Illinois,17,Alcohol-induced causes,A,2017,2017,123,12802023,1
,Illinois,17,Alcohol-induced causes,A,2018,2018,135,12741080,1.1
,Illinois,17,All other non-drug and non-alcohol causes,O,1999,1999,605,12359020,4.9
,Illinois,17,All other non-drug and non-alcohol causes,O,2000,2000,694,12419293,5.6
,Illinois,17,All other non-drug and non-alcohol causes,O,2001,2001,653,12488445,5.2
,Illinois,17,All other non-drug and non-alcohol causes,O,2002,2002,700,12525556,5.6
,Illinois,17,All other non-drug and non-alcohol causes,O,2003,2003,735,12556006,5.9
,Illinois,17,All other non-drug and non-alcohol causes,O,2004,2004,799,12589773,6.3
,Illinois,17,All other non-drug and non-alcohol causes,O,2005,2005,860,12609903,6.8
,Illinois,17,All other non-drug and non-alcohol causes,O,2006,2006,838,12643955,6.6
,Illinois,17,All other non-drug and non-alcohol causes,O,2007,2007,874,12695866,6.9
,Illinois,17,All other non-drug and non-alcohol causes,O,2008,2008,10838,12747038,85
,Illinois,17,All other non-drug and non-alcohol causes,O,2009,2009,10538,12796778,82.3
,Illinois,17,All other non-drug and non-alcohol causes,O,2010,2010,10520,12830632,82
,Illinois,17,All other non-drug and non-alcohol causes,O,2011,2011,10644,12869257,82.7
,Illinois,17,All other non-drug and non-alcohol causes,O,2012,2012,10687,12875255,83
,Illinois,17,All other non-drug and non-alcohol causes,O,2013,2013,10726,12882135,83.3
,Illinois,17,All other non-drug and non-alcohol causes,O,2014,2014,10860,12880580,84.3
,Illinois,17,All other non-drug and non-alcohol causes,O,2015,2015,10732,12859995,83.5
,Illinois,17,All other non-drug and non-alcohol causes,O,2016,2016,10677,12801539,83.4
,Illinois,17,All other non-drug and non-alcohol causes,O,2017,2017,11105,12802023,86.7
,Illinois,17,All other non-drug and non-alcohol causes,O,2018,2018,10957,12741080,86
,Indiana,18,Drug-induced causes,D,1999,1999,251,6044969,4.2
,Indiana,18,Drug-induced causes,D,2000,2000,289,6080485,4.8
,Indiana,18,Drug-induced causes,D,2001,2001,348,6127760,5.7
,Indiana,18,Drug-induced causes,D,2002,2002,345,6155967,5.6
,Indiana,18,Drug-induced causes,D,2003,2003,498,6196638,8
,Indiana,18,Drug-induced causes,D,2004,2004,606,6233007,9.7
,Indiana,18,Drug-induced causes,D,2005,2005,665,6278616,10.6
,Indiana,18,Drug-induced causes,D,2006,2006,773,6332669,12.2
,Indiana,18,Drug-induced causes,D,2007,2007,827,6379599,13
,Indiana,18,Drug-induced causes,D,2008,2008,869,6424806,13.5
,Indiana,18,Drug-induced causes,D,2009,2009,929,6459325,14.4
,Indiana,18,Drug-induced causes,D,2010,2010,964,6483802,14.9
,Indiana,18,Drug-induced causes,D,2011,2011,1006,6516922,15.4
,Indiana,18,Drug-induced causes,D,2012,2012,1056,6537334,16.2
,Indiana,18,Drug-induced causes,D,2013,2013,1122,6570902,17.1
,Indiana,18,Drug-induced causes,D,2014,2014,1233,6596855,18.7
,Indiana,18,Drug-induced causes,D,2015,2015,1310,6619680,19.8
,Indiana,18,Drug-induced causes,D,2016,2016,1574,6633053,23.7
,Indiana,18,Drug-induced causes,D,2017,2017,1925,6666818,28.9
,Indiana,18,Drug-induced causes,D,2018,2018,1684,6691878,25.2
,Indiana,18,Alcohol-induced causes,A,1999,1999,15,6044969,Unreliable
,Indiana,18,Alcohol-induced causes,A,2000,2000,11,6080485,Unreliable
,Indiana,18,Alcohol-induced causes,A,2001,2001,10,6127760,Unreliable
,Indiana,18,Alcohol-induced causes,A,2007,2007,11,6379599,Unreliable
,Indiana,18,Alcohol-induced causes,A,2008,2008,47,6424806,0.7
,Indiana,18,Alcohol-induced causes,A,2009,2009,51,6459325,0.8
,Indiana,18,Alcohol-induced causes,A,2010,2010,42,6483802,0.6
,Indiana,18,Alcohol-induced causes,A,2011,2011,119,6516922,1.8
,Indiana,18,Alcohol-induced causes,A,2012,2012,92,6537334,1.4
,Indiana,18,Alcohol-induced causes,A,2013,2013,117,6570902,1.8
,Indiana,18,Alcohol-induced causes,A,2014,2014,147,6596855,2.2
,Indiana,18,Alcohol-induced causes,A,2015,2015,167,6619680,2.5
,Indiana,18,Alcohol-induced causes,A,2016,2016,158,6633053,2.4
,Indiana,18,Alcohol-induced causes,A,2017,2017,157,6666818,2.4
,Indiana,18,Alcohol-induced causes,A,2018,2018,178,6691878,2.7
,Indiana,18,All other non-drug and non-alcohol causes,O,1999,1999,241,6044969,4
,Indiana,18,All other non-drug and non-alcohol causes,O,2000,2000,414,6080485,6.8
,Indiana,18,All other non-drug and non-alcohol causes,O,2001,2001,411,6127760,6.7
,Indiana,18,All other non-drug and non-alcohol causes,O,2002,2002,425,6155967,6.9
,Indiana,18,All other non-drug and non-alcohol causes,O,2003,2003,457,6196638,7.4
,Indiana,18,All other non-drug and non-alcohol causes,O,2004,2004,514,6233007,8.2
,Indiana,18,All other non-drug and non-alcohol causes,O,2005,2005,548,6278616,8.7
,Indiana,18,All other non-drug and non-alcohol causes,O,2006,2006,513,6332669,8.1
,Indiana,18,All other non-drug and non-alcohol causes,O,2007,2007,550,6379599,8.6
,Indiana,18,All other non-drug and non-alcohol causes,O,2008,2008,6662,6424806,103.7
,Indiana,18,All other non-drug and non-alcohol causes,O,2009,2009,6705,6459325,103.8
,Indiana,18,All other non-drug and non-alcohol causes,O,2010,2010,7110,6483802,109.7
,Indiana,18,All other non-drug and non-alcohol causes,O,2011,2011,9421,6516922,144.6
,Indiana,18,All other non-drug and non-alcohol causes,O,2012,2012,9689,6537334,148.2
,Indiana,18,All other non-drug and non-alcohol causes,O,2013,2013,9955,6570902,151.5
,Indiana,18,All other non-drug and non-alcohol causes,O,2014,2014,10167,6596855,154.1
,Indiana,18,All other non-drug and non-alcohol causes,O,2015,2015,10398,6619680,157.1
,Indiana,18,All other non-drug and non-alcohol causes,O,2016,2016,10054,6633053,151.6
,Indiana,18,All other non-drug and non-alcohol causes,O,2017,2017,10167,6666818,152.5
,Indiana,18,All other non-drug and non-alcohol causes,O,2018,2018,10405,6691878,155.5
,Iowa,19,Drug-induced causes,D,1999,1999,59,2917634,2
,Iowa,19,Drug-induced causes,D,2000,2000,79,2926324,2.7
,Iowa,19,Drug-induced causes,D,2001,2001,90,2931997,3.1
,Iowa,19,Drug-induced causes,D,2002,2002,101,2934234,3.4
,Iowa,19,Drug-induced causes,D,2003,2003,110,2941999,3.7
,Iowa,19,Drug-induced causes,D,2004,2004,132,2953635,4.5
,Iowa,19,Drug-induced causes,D,2005,2005,154,2964454,5.2
,Iowa,19,Drug-induced causes,D,2006,2006,199,2982644,6.7
,Iowa,19,Drug-induced causes,D,2007,2007,211,2999212,7
,Iowa,19,Drug-induced causes,D,2008,2008,214,3016734,7.1
,Iowa,19,Drug-induced causes,D,2009,2009,213,3032870,7
,Iowa,19,Drug-induced causes,D,2010,2010,258,3046355,8.5
,Iowa,19,Drug-induced causes,D,2011,2011,265,3062309,8.7
,Iowa,19,Drug-induced causes,D,2012,2012,268,3074186,8.7
,Iowa,19,Drug-induced causes,D,2013,2013,287,3090416,9.3
,Iowa,19,Drug-induced causes,D,2014,2014,273,3107126,8.8
,Iowa,19,Drug-induced causes,D,2015,2015,332,3123899,10.6
,Iowa,19,Drug-induced causes,D,2016,2016,338,3134693,10.8
,Iowa,19,Drug-induced causes,D,2017,2017,357,3145711,11.3
,Iowa,19,Drug-induced causes,D,2018,2018,304,3156145,9.6
,Iowa,19,Alcohol-induced causes,A,2011,2011,41,3062309,1.3
,Iowa,19,Alcohol-induced causes,A,2012,2012,39,3074186,1.3
,Iowa,19,Alcohol-induced causes,A,2013,2013,58,3090416,1.9
,Iowa,19,Alcohol-induced causes,A,2014,2014,62,3107126,2
,Iowa,19,Alcohol-induced causes,A,2015,2015,69,3123899,2.2
,Iowa,19,Alcohol-induced causes,A,2016,2016,58,3134693,1.9
,Iowa,19,Alcohol-induced causes,A,2017,2017,74,3145711,2.4
,Iowa,19,Alcohol-induced causes,A,2018,2018,85,3156145,2.7
,Iowa,19,All other non-drug and non-alcohol causes,O,1999,1999,113,2917634,3.9
,Iowa,19,All other non-drug and non-alcohol causes,O,2000,2000,277,2926324,9.5
,Iowa,19,All other non-drug and non-alcohol causes,O,2001,2001,285,2931997,9.7
,Iowa,19,All other non-drug and non-alcohol causes,O,2002,2002,298,2934234,10.2
,Iowa,19,All other non-drug and non-alcohol causes,O,2003,2003,388,2941999,13.2
,Iowa,19,All other non-drug and non-alcohol causes,O,2004,2004,423,2953635,14.3
,Iowa,19,All other non-drug and non-alcohol causes,O,2005,2005,417,2964454,14.1
,Iowa,19,All other non-drug and non-alcohol causes,O,2006,2006,385,2982644,12.9
,Iowa,19,All other non-drug and non-alcohol causes,O,2007,2007,447,2999212,14.9
,Iowa,19,All other non-drug and non-alcohol causes,O,2008,2008,487,3016734,16.1
,Iowa,19,All other non-drug and non-alcohol causes,O,2009,2009,490,3032870,16.2
,Iowa,19,All other non-drug and non-alcohol causes,O,2010,2010,473,3046355,15.5
,Iowa,19,All other non-drug and non-alcohol causes,O,2011,2011,4330,3062309,141.4
,Iowa,19,All other non-drug and non-alcohol causes,O,2012,2012,4663,3074186,151.7
,Iowa,19,All other non-drug and non-alcohol causes,O,2013,2013,4894,3090416,158.4
,Iowa,19,All other non-drug and non-alcohol causes,O,2014,2014,4802,3107126,154.5
,Iowa,19,All other non-drug and non-alcohol causes,O,2015,2015,4878,3123899,156.2
,Iowa,19,All other non-drug and non-alcohol causes,O,2016,2016,4988,3134693,159.1
,Iowa,19,All other non-drug and non-alcohol causes,O,2017,2017,5262,3145711,167.3
,Iowa,19,All other non-drug and non-alcohol causes,O,2018,2018,5470,3156145,173.3
,Kansas,20,Drug-induced causes,D,1999,1999,99,2678338,3.7
,Kansas,20,Drug-induced causes,D,2000,2000,112,2688418,4.2
,Kansas,20,Drug-induced causes,D,2001,2001,148,2702162,5.5
,Kansas,20,Drug-induced causes,D,2002,2002,189,2713535,7
,Kansas,20,Drug-induced causes,D,2003,2003,197,2723004,7.2
,Kansas,20,Drug-induced causes,D,2004,2004,238,2734373,8.7
,Kansas,20,Drug-induced causes,D,2005,2005,283,2745299,10.3
,Kansas,20,Drug-induced causes,D,2006,2006,292,2762931,10.6
,Kansas,20,Drug-induced causes,D,2007,2007,294,2783785,10.6
,Kansas,20,Drug-induced causes,D,2008,2008,241,2808076,8.6
,Kansas,20,Drug-induced causes,D,2009,2009,318,2832704,11.2
,Kansas,20,Drug-induced causes,D,2010,2010,288,2853118,10.1
,Kansas,20,Drug-induced causes,D,2011,2011,317,2871238,11
,Kansas,20,Drug-induced causes,D,2012,2012,341,2885905,11.8
,Kansas,20,Drug-induced causes,D,2013,2013,356,2893957,12.3
,Kansas,20,Drug-induced causes,D,2014,2014,349,2904021,12
,Kansas,20,Drug-induced causes,D,2015,2015,349,2911641,12
,Kansas,20,Drug-induced causes,D,2016,2016,333,2907289,11.5
,Kansas,20,Drug-induced causes,D,2017,2017,360,2913123,12.4
,Kansas,20,Drug-induced causes,D,2018,2018,371,2911505,12.7
,Kansas,20,Alcohol-induced causes,A,2005,2005,35,2745299,1.3
,Kansas,20,Alcohol-induced causes,A,2006,2006,39,2762931,1.4
,Kansas,20,Alcohol-induced causes,A,2007,2007,30,2783785,1.1
,Kansas,20,Alcohol-induced causes,A,2008,2008,44,2808076,1.6
,Kansas,20,Alcohol-induced causes,A,2009,2009,48,2832704,1.7
,Kansas,20,Alcohol-induced causes,A,2010,2010,39,2853118,1.4
,Kansas,20,Alcohol-induced causes,A,2011,2011,43,2871238,1.5
,Kansas,20,Alcohol-induced causes,A,2012,2012,52,2885905,1.8
,Kansas,20,Alcohol-induced causes,A,2013,2013,35,2893957,1.2
,Kansas,20,Alcohol-induced causes,A,2014,2014,39,2904021,1.3
,Kansas,20,Alcohol-induced causes,A,2015,2015,43,2911641,1.5
,Kansas,20,Alcohol-induced causes,A,2016,2016,61,2907289,2.1
,Kansas,20,Alcohol-induced causes,A,2017,2017,64,2913123,2.2
,Kansas,20,Alcohol-induced causes,A,2018,2018,75,2911505,2.6
,Kansas,20,All other non-drug and non-alcohol causes,O,1999,1999,118,2678338,4.4
,Kansas,20,All other non-drug and non-alcohol causes,O,2000,2000,208,2688418,7.7
,Kansas,20,All other non-drug and non-alcohol causes,O,2001,2001,242,2702162,9
,Kansas,20,All other non-drug and non-alcohol causes,O,2002,2002,231,2713535,8.5
,Kansas,20,All other non-drug and non-alcohol causes,O,2003,2003,254,2723004,9.3
,Kansas,20,All other non-drug and non-alcohol causes,O,2004,2004,282,2734373,10.3
,Kansas,20,All other non-drug and non-alcohol causes,O,2005,2005,3805,2745299,138.6
,Kansas,20,All other non-drug and non-alcohol causes,O,2006,2006,3489,2762931,126.3
,Kansas,20,All other non-drug and non-alcohol causes,O,2007,2007,3380,2783785,121.4
,Kansas,20,All other non-drug and non-alcohol causes,O,2008,2008,3491,2808076,124.3
,Kansas,20,All other non-drug and non-alcohol causes,O,2009,2009,3337,2832704,117.8
,Kansas,20,All other non-drug and non-alcohol causes,O,2010,2010,3381,2853118,118.5
,Kansas,20,All other non-drug and non-alcohol causes,O,2011,2011,3319,2871238,115.6
,Kansas,20,All other non-drug and non-alcohol causes,O,2012,2012,3526,2885905,122.2
,Kansas,20,All other non-drug and non-alcohol causes,O,2013,2013,3407,2893957,117.7
,Kansas,20,All other non-drug and non-alcohol causes,O,2014,2014,3669,2904021,126.3
,Kansas,20,All other non-drug and non-alcohol causes,O,2015,2015,3925,2911641,134.8
,Kansas,20,All other non-drug and non-alcohol causes,O,2016,2016,4029,2907289,138.6
,Kansas,20,All other non-drug and non-alcohol causes,O,2017,2017,4606,2913123,158.1
,Kansas,20,All other non-drug and non-alcohol causes,O,2018,2018,4551,2911505,156.3
,Kentucky,21,Drug-induced causes,D,1999,1999,215,4018053,5.4
,Kentucky,21,Drug-induced causes,D,2000,2000,257,4041769,6.4
,Kentucky,21,Drug-induced causes,D,2001,2001,370,4068132,9.1
,Kentucky,21,Drug-induced causes,D,2002,2002,451,4089875,11
,Kentucky,21,Drug-induced causes,D,2003,2003,588,4117170,14.3
,Kentucky,21,Drug-induced causes,D,2004,2004,559,4146101,13.5
,Kentucky,21,Drug-induced causes,D,2005,2005,662,4182742,15.8
,Kentucky,21,Drug-induced causes,D,2006,2006,766,4219239,18.2
,Kentucky,21,Drug-induced causes,D,2007,2007,722,4256672,17
,Kentucky,21,Drug-induced causes,D,2008,2008,779,4289878,18.2
,Kentucky,21,Drug-induced causes,D,2009,2009,786,4317074,18.2
,Kentucky,21,Drug-induced causes,D,2010,2010,1036,4339367,23.9
,Kentucky,21,Drug-induced causes,D,2011,2011,1099,4369356,25.2
,Kentucky,21,Drug-induced causes,D,2012,2012,1126,4380415,25.7
,Kentucky,21,Drug-induced causes,D,2013,2013,1049,4395295,23.9
,Kentucky,21,Drug-induced causes,D,2014,2014,1128,4413457,25.6
,Kentucky,21,Drug-induced causes,D,2015,2015,1332,4425092,30.1
,Kentucky,21,Drug-induced causes,D,2016,2016,1525,4436974,34.4
,Kentucky,21,Drug-induced causes,D,2017,2017,1662,4454189,37.3
,Kentucky,21,Drug-induced causes,D,2018,2018,1407,4468402,31.5
,Kentucky,21,Alcohol-induced causes,A,2000,2000,10,4041769,Unreliable
,Kentucky,21,Alcohol-induced causes,A,2007,2007,12,4256672,Unreliable
,Kentucky,21,Alcohol-induced causes,A,2008,2008,12,4289878,Unreliable
,Kentucky,21,Alcohol-induced causes,A,2009,2009,10,4317074,Unreliable
,Kentucky,21,Alcohol-induced causes,A,2010,2010,32,4339367,0.7
,Kentucky,21,Alcohol-induced causes,A,2011,2011,66,4369356,1.5
,Kentucky,21,Alcohol-induced causes,A,2012,2012,78,4380415,1.8
,Kentucky,21,Alcohol-induced causes,A,2013,2013,68,4395295,1.5
,Kentucky,21,Alcohol-induced causes,A,2014,2014,81,4413457,1.8
,Kentucky,21,Alcohol-induced causes,A,2015,2015,97,4425092,2.2
,Kentucky,21,Alcohol-induced causes,A,2016,2016,120,4436974,2.7
,Kentucky,21,Alcohol-induced causes,A,2017,2017,127,4454189,2.9
,Kentucky,21,Alcohol-induced causes,A,2018,2018,118,4468402,2.6
,Kentucky,21,All other non-drug and non-alcohol causes,O,1999,1999,224,4018053,5.6
,Kentucky,21,All other non-drug and non-alcohol causes,O,2000,2000,325,4041769,8
,Kentucky,21,All other non-drug and non-alcohol causes,O,2001,2001,306,4068132,7.5
,Kentucky,21,All other non-drug and non-alcohol causes,O,2002,2002,350,4089875,8.6
,Kentucky,21,All other non-drug and non-alcohol causes,O,2003,2003,321,4117170,7.8
,Kentucky,21,All other non-drug and non-alcohol causes,O,2004,2004,392,4146101,9.5
,Kentucky,21,All other non-drug and non-alcohol causes,O,2005,2005,402,4182742,9.6
,Kentucky,21,All other non-drug and non-alcohol causes,O,2006,2006,342,4219239,8.1
,Kentucky,21,All other non-drug and non-alcohol causes,O,2007,2007,423,4256672,9.9
,Kentucky,21,All other non-drug and non-alcohol causes,O,2008,2008,477,4289878,11.1
,Kentucky,21,All other non-drug and non-alcohol causes,O,2009,2009,491,4317074,11.4
,Kentucky,21,All other non-drug and non-alcohol causes,O,2010,2010,3685,4339367,84.9
,Kentucky,21,All other non-drug and non-alcohol causes,O,2011,2011,6935,4369356,158.7
,Kentucky,21,All other non-drug and non-alcohol causes,O,2012,2012,7259,4380415,165.7
,Kentucky,21,All other non-drug and non-alcohol causes,O,2013,2013,7203,4395295,163.9
,Kentucky,21,All other non-drug and non-alcohol causes,O,2014,2014,7637,4413457,173
,Kentucky,21,All other non-drug and non-alcohol causes,O,2015,2015,8358,4425092,188.9
,Kentucky,21,All other non-drug and non-alcohol causes,O,2016,2016,8250,4436974,185.9
,Kentucky,21,All other non-drug and non-alcohol causes,O,2017,2017,8398,4454189,188.5
,Kentucky,21,All other non-drug and non-alcohol causes,O,2018,2018,8960,4468402,200.5
,Louisiana,22,Drug-induced causes,D,1999,1999,246,4460811,5.5
,Louisiana,22,Drug-induced causes,D,2000,2000,335,4468976,7.5
,Louisiana,22,Drug-induced causes,D,2001,2001,351,4477875,7.8
,Louisiana,22,Drug-induced causes,D,2002,2002,468,4497267,10.4
,Louisiana,22,Drug-induced causes,D,2003,2003,630,4521042,13.9
,Louisiana,22,Drug-induced causes,D,2004,2004,656,4552238,14.4
,Louisiana,22,Drug-induced causes,D,2005,2005,752,4576628,16.4
,Louisiana,22,Drug-induced causes,D,2006,2006,800,4302665,18.6
,Louisiana,22,Drug-induced causes,D,2007,2007,862,4375581,19.7
,Louisiana,22,Drug-induced causes,D,2008,2008,686,4435586,15.5
,Louisiana,22,Drug-induced causes,D,2009,2009,623,4491648,13.9
,Louisiana,22,Drug-induced causes,D,2010,2010,616,4533372,13.6
,Louisiana,22,Drug-induced causes,D,2011,2011,618,4574836,13.5
,Louisiana,22,Drug-induced causes,D,2012,2012,588,4601893,12.8
,Louisiana,22,Drug-induced causes,D,2013,2013,836,4625470,18.1
,Louisiana,22,Drug-induced causes,D,2014,2014,810,4649676,17.4
,Louisiana,22,Drug-induced causes,D,2015,2015,901,4670724,19.3
,Louisiana,22,Drug-induced causes,D,2016,2016,1036,4681666,22.1
,Louisiana,22,Drug-induced causes,D,2017,2017,1138,4684333,24.3
,Louisiana,22,Drug-induced causes,D,2018,2018,1186,4659978,25.5
,Louisiana,22,Alcohol-induced causes,A,2000,2000,16,4468976,Unreliable
,Louisiana,22,Alcohol-induced causes,A,2001,2001,20,4477875,0.4
,Louisiana,22,Alcohol-induced causes,A,2002,2002,16,4497267,Unreliable
,Louisiana,22,Alcohol-induced causes,A,2003,2003,24,4521042,0.5
,Louisiana,22,Alcohol-induced causes,A,2004,2004,24,4552238,0.5
,Louisiana,22,Alcohol-induced causes,A,2005,2005,26,4576628,0.6
,Louisiana,22,Alcohol-induced causes,A,2006,2006,25,4302665,0.6
,Louisiana,22,Alcohol-induced causes,A,2007,2007,14,4375581,Unreliable
,Louisiana,22,Alcohol-induced causes,A,2008,2008,30,4435586,0.7
,Louisiana,22,Alcohol-induced causes,A,2009,2009,27,4491648,0.6
,Louisiana,22,Alcohol-induced causes,A,2010,2010,29,4533372,0.6
,Louisiana,22,Alcohol-induced causes,A,2011,2011,29,4574836,0.6
,Louisiana,22,Alcohol-induced causes,A,2012,2012,25,4601893,0.5
,Louisiana,22,Alcohol-induced causes,A,2013,2013,59,4625470,1.3
,Louisiana,22,Alcohol-induced causes,A,2014,2014,71,4649676,1.5
,Louisiana,22,Alcohol-induced causes,A,2015,2015,80,4670724,1.7
,Louisiana,22,Alcohol-induced causes,A,2016,2016,56,4681666,1.2
,Louisiana,22,Alcohol-induced causes,A,2017,2017,63,4684333,1.3
,Louisiana,22,Alcohol-induced causes,A,2018,2018,76,4659978,1.6
,Louisiana,22,All other non-drug and non-alcohol causes,O,1999,1999,175,4460811,3.9
,Louisiana,22,All other non-drug and non-alcohol causes,O,2000,2000,2589,4468976,57.9
,Louisiana,22,All other non-drug and non-alcohol causes,O,2001,2001,2423,4477875,54.1
,Louisiana,22,All other non-drug and non-alcohol causes,O,2002,2002,2386,4497267,53.1
,Louisiana,22,All other non-drug and non-alcohol causes,O,2003,2003,2236,4521042,49.5
,Louisiana,22,All other non-drug and non-alcohol causes,O,2004,2004,2069,4552238,45.5
,Louisiana,22,All other non-drug and non-alcohol causes,O,2005,2005,2265,4576628,49.5
,Louisiana,22,All other non-drug and non-alcohol causes,O,2006,2006,1844,4302665,42.9
,Louisiana,22,All other non-drug and non-alcohol causes,O,2007,2007,1770,4375581,40.5
,Louisiana,22,All other non-drug and non-alcohol causes,O,2008,2008,1866,4435586,42.1
,Louisiana,22,All other non-drug and non-alcohol causes,O,2009,2009,2034,4491648,45.3
,Louisiana,22,All other non-drug and non-alcohol causes,O,2010,2010,1932,4533372,42.6
,Louisiana,22,All other non-drug and non-alcohol causes,O,2011,2011,1699,4574836,37.1
,Louisiana,22,All other non-drug and non-alcohol causes,O,2012,2012,2901,4601893,63
,Louisiana,22,All other non-drug and non-alcohol causes,O,2013,2013,4820,4625470,104.2
,Louisiana,22,All other non-drug and non-alcohol causes,O,2014,2014,5205,4649676,111.9
,Louisiana,22,All other non-drug and non-alcohol causes,O,2015,2015,5486,4670724,117.5
,Louisiana,22,All other non-drug and non-alcohol causes,O,2016,2016,5527,4681666,118.1
,Louisiana,22,All other non-drug and non-alcohol causes,O,2017,2017,5650,4684333,120.6
,Louisiana,22,All other non-drug and non-alcohol causes,O,2018,2018,5615,4659978,120.5
,Maine,23,Drug-induced causes,D,1999,1999,70,1266808,5.5
,Maine,23,Drug-induced causes,D,2000,2000,62,1274923,4.9
,Maine,23,Drug-induced causes,D,2001,2001,92,1285692,7.2
,Maine,23,Drug-induced causes,D,2002,2002,147,1295960,11.3
,Maine,23,Drug-induced causes,D,2003,2003,134,1306513,10.3
,Maine,23,Drug-induced causes,D,2004,2004,145,1313688,11
,Maine,23,Drug-induced causes,D,2005,2005,168,1318787,12.7
,Maine,23,Drug-induced causes,D,2006,2006,166,1323619,12.5
,Maine,23,Drug-induced causes,D,2007,2007,161,1327040,12.1
,Maine,23,Drug-induced causes,D,2008,2008,162,1330509,12.2
,Maine,23,Drug-induced causes,D,2009,2009,182,1329590,13.7
,Maine,23,Drug-induced causes,D,2010,2010,140,1328361,10.5
,Maine,23,Drug-induced causes,D,2011,2011,160,1328188,12
,Maine,23,Drug-induced causes,D,2012,2012,157,1329192,11.8
,Maine,23,Drug-induced causes,D,2013,2013,183,1328302,13.8
,Maine,23,Drug-induced causes,D,2014,2014,227,1330089,17.1
,Maine,23,Drug-induced causes,D,2015,2015,278,1329328,20.9
,Maine,23,Drug-induced causes,D,2016,2016,369,1331479,27.7
,Maine,23,Drug-induced causes,D,2017,2017,443,1335907,33.2
,Maine,23,Drug-induced causes,D,2018,2018,364,1338404,27.2
,Maine,23,Alcohol-induced causes,A,2012,2012,22,1329192,1.7
,Maine,23,Alcohol-induced causes,A,2013,2013,28,1328302,2.1
,Maine,23,Alcohol-induced causes,A,2014,2014,27,1330089,2
,Maine,23,Alcohol-induced causes,A,2015,2015,38,1329328,2.9
,Maine,23,Alcohol-induced causes,A,2016,2016,40,1331479,3
,Maine,23,Alcohol-induced causes,A,2017,2017,33,1335907,2.5
,Maine,23,Alcohol-induced causes,A,2018,2018,38,1338404,2.8
,Maine,23,All other non-drug and non-alcohol causes,O,1999,1999,181,1266808,14.3
,Maine,23,All other non-drug and non-alcohol causes,O,2000,2000,203,1274923,15.9
